Source	Target	Weigth
Jenny Nuotio	Maria Laine	2
Jenny Nuotio	Miina Sillanpää	2
Jenny Nuotio	Maria Raunio	2
Ingrid Holmberg	Jenny Nyberg	2
Eero Erkko	Jonas Castren	2
Eero Erkko	Santeri Ingman	2
Aukusti Hiltula	Juho Tulikoura	2
Aukusti Hiltula	Kaarlo Heini	2
Hilma Siniluoto	Hulda Wilhelmina Lindroos	2
Hilma Siniluoto	Jalo Erland Anttila	2
Hilma Siniluoto	Ines Alice Lindholm	2
Aleksandra Gripenberg	Hilda Käkikoski	2
Johan Nurminen	Otto Sallinen	2
Johan Nurminen	Juho Myntti	2
Lovisa Pulkkinen	Nestor Nieminen	2
Emil Misander	Johan Wilhelm Dahl	2
Emil Misander	Wilhelmina Korhonen	2
Kalle Kantola	Kustaa Emil Aaltonen	3
Kalle Kantola	Otto Sallinen	3
Kalle Kantola	Oskar Antikainen	3
Allan Serlachius	Olio Hyyry	3
Ilmari Krohn	Mikael Nyberg	3
Emil Artur Bergström	Otto Sallinen	3
Emil Artur Bergström	Johan Alfred Mäkipää	3
Heikki Klemetti	Maila Mikkola	3
Juho Nestor Nurmi	Wilho Aaltonen	3
Otto Hyyry	Victor Ek	3
Anni Swan	Helmi Setälä	3
Heino Kaski	Otto Kotilainen	3
Heino Kaski	Toivo Kuula	3
Jaakko Kallio	Otto Sallinen	3
Jaakko Kallio	Oskar Antikainen	3
Jaakko Kallio	Kaarlo Niininen	3
Jaakko Kallio	Kalle Kantola	3
Jaakko Kallio	Kustaa Emil Aaltonen	3
Jaakko Kallio	Kaarle Helin	3
Anna Erene Mäkinen	Petter Räisänen	3
Isak Lehtinen	Otto Sallinen	3
Isak Lehtinen	Oskar Antikainen	3
Isak Lehtinen	Kaarlo Niininen	3
Isak Lehtinen	Jaakko Kallio	3
Isak Lehtinen	Kalle Kantola	3
Isak Lehtinen	Kustaa Emil Aaltonen	3
Isak Lehtinen	Kaarle Helin	3
Mandi Terho	Simo Kaario	3
A. Kaila	J. Gummerus	3
Emanuel Nurmi	Otto Sallinen	3
Emanuel Nurmi	Oskar Antikainen	3
Emanuel Nurmi	Juho Kustaa Rantanen	3
Emanuel Nurmi	Isak Lehtinen	3
Emanuel Nurmi	Kalle Kantola	3
Emanuel Nurmi	Kaarle Helin	3
Emanuel Nurmi	Kaarlo Niininen	3
Emanuel Nurmi	Jaakko Kallio	3
Bertha Roos	Georg Jensen	3
A. Ijäs	W. Havu	3
EINO KALIMA	Volter Kilpi	3
Otto Weckman	Valde Hirvikanna	3
Kaarle Helin	Kalle Kantola	3
Kaarle Helin	Kustaa Emil Aaltonen	3
Kaarle Helin	Otto Sallinen	3
Kaarle Helin	Oskar Antikainen	3
Kaarle Helin	Kaarlo Niininen	3
Ida Ekmanin	Karl Ekmanin	3
Elis Himanen	Tuomas Raunio	3
ARVID JÄRNEFELT	Leo Tolstoi	3
Anni Huotari	Hilja Pärssinen	3
Tekla Hult	Teodor Homen	3
Jussi Snellman	Mimmi Lähdeoja	3
Selma Lagerlöf	Walter Scott	3
Kaarlo Niininen	Kalle Kantola	3
Kaarlo Niininen	Kustaa Emil Aaltonen	3
Kaarlo Niininen	Otto Sallinen	3
Kaarlo Niininen	Oskar Antikainen	3
Juho Myntti	Otto Sallinen	3
Oskar Merikanto	Signe Kolthoff	3
Olga Salo	Oskari Salo	3
Maila Mikkola	Robert Kajanuksen	3
Artur Hiisi	Otto Weckman	3
Juho Torppa	Oskari Laine	3
Anna Parviainen	Mauri Hari	3
Arvid Grönberg	Eliel Mattila	3
Otto Kotilainen	Toivo Kuula	3
Kustaa Emil Aaltonen	Otto Sallinen	3
Kustaa Emil Aaltonen	Oskar Antikainen	3
Eero Kilpi	Olga Salo	3
Juho Kustaa Rantanen	Wilho Aaltonen	3
Juho Kustaa Rantanen	Juho Nestor Nurmi	3
Juho Kustaa Rantanen	Kalle Jäntti	3
Juho Kustaa Rantanen	Kustaa Emil Aaltonen	3
Johan Alfred Mäkipää	Otto Sallinen	3
Abel Halme	Otto Sallinen	3
Oskar Antikainen	Otto Sallinen	3
Kaarlo Bergbomin	Maila Mikkola	3
Axel Jfigerroos	Petter Parviainen	3
Eino Leino	Erkki Melartin	3
Gerda Lind	Irene Renvall	3
Leo Tolstoi	THEODOR STORM	3
Otto Tanner	Otto Weckman	3
Carl Barklind	Emma Meissner	3
Eliel Mattila	Erik Byman	3
Aleksandra Gripenberg	Onni Hallsten	3
Ingeborg Maria	THEODOR STORM	3
Ingeborg Maria	Leo Tolstoi	3
Armas Lindgren	Lauri Mäkinen	3
Otto Weekman	Paawo Paloheimo	4
Heikki Klemetti	Robert Kajanuksen	4
Juho Lepistö	Taneli Nykänen	4
Miina Sillanpää	Wäinö Voionmaa	4
Emanuel Nurmi	Kustaa Emil Aaltonen	4
Bertha Roos	Mary von Haartman	4
Bertha Roos	Fritz Geitlin	4
Matti Seppälä	Wäinö Voionmaa	4
Kaarle Halme	Simo Kaario	4
Arvid Grönberg	Erik Byman	4
Fritz Geitlin	Mary von Haartman	4
Fritz Geitlin	Georg Jensen	4
Jalo Kalima	Leo Tolstoi	4
Oskari Laine	Taneli Nykänen	4
Artur Hilden	Valde Hirvikanna	4
Artur Hilden	Vilho Selifheimo	4
Erkki Melartin	Jalmari Hahl	4
Bertha Roos	Niilo Helander	5
Georg Jensen	Mary von Haartman	5
Hämeenlinna Johm	Paawo Paloheimo	5
Oskar Merikanto	Teuvo Pakkala	5
Fritz Geitlin	Niilo Helander	5
Artur Hilden	Hämeenlinna Johm	5
Georg Jensen	Niilo Helander	6
Hämeenlinna Johm	Otto Weckman	6
Maria Laine	Miina Sillanpää	6
Axel Jägerroos	Petter Parviainen	6
Sjöblom Vaasa	Väänänen Kuopio	7
Mary von Haartman	Niilo Helander	7
Aleksis Kivi	Hemmo Kallio	7
Anna Parviainen	Mauri Hailea	7
Artur Hilden	Otto Tanner	7
Hämeenlinna Joh.	Paawo Paloheimo	8
Hämeenlinna Joh.	Otto Weckman	8
Artur Hilden	Otto Weekman	8
Otto Tanner	Valde Hirvikanna	10
Otto Weckman	Paawo Paloheimo	12
Artur Hilden	Hämeenlinna Joh.	12
Otto Tanner	Paawo Paloheimo	12
Artur Hilden	Paawo Paloheimo	14
Paawo Paloheimo	Valde Hirvikanna	17
Artur Hilden	Otto Weckman	17
Allan Serlachius	Otto Hyyry	26
